ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
3701	Xiamen	egg	k w e ⁵⁵ + n Ø/ə ŋ̍/ŋ ²²	_chicken/雞 egg/卵	N N	673 675	200	186	115	雞卵	雞 卵		雞蛋	i m n t + i n c t	
1844	Beijing	eye	j ɛ n ²¹³ + tɕ i ŋ ⁵⁵	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1845	Ha_erbin	eye	j a n ²¹³ + tɕ i ŋ ⁰	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1846	Ha_erbin	eye	j a n ²¹³	eye/睛	N	369	204	188	116	眼	眼		眼睛	i n c t	!i
1847	Jinan	eye	j æ̃ ⁴⁵ + tɕ i ŋ ⁰	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n t + i n c t	
1848	Rongcheng	eye	j ɐ n ²¹⁴ + ts i ŋ ⁵²	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1849	Taiyuan	eye	j e ⁵³	eye/睛	N N	369	204	188	116	眼	眼		眼睛	i n t	!i
1850	Taiyuan	eye	j e ⁵³ + tɕ i ŋ ⁰	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n t + i n c t	
1851	Xi_an	eye	n j æ̃ ⁵³ + w o ⁰	eye/睛 nest/窝	N N	369 371	204	189	116	眼窝	眼 窝		眼睛	i m n t + i n t	
1852	Chengdu	eye	j ɛ n ⁵³ + tɕ i n ⁵⁵	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1853	Nanjing	eye	j e n ¹¹ + tɕ i n ⁰	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1854	Jixi	eye	ŋ o ²¹³ + tɕ j ɑ̃ ⁵⁵	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n t + i m n t	
1855	Suzhou	eye	ŋ e̞ ²³¹ + u ⁴⁴ + ts ʯ ⁴⁴	eye/睛 _dark/烏 pearl/珠	N A N	369 372 373	204	190	116	眼烏珠	眼 烏 珠		眼睛	i n t + n t + i n t	
1856	Wenzhou	eye	ŋ a ²⁴ + l e ŋ ³⁴¹ + ts ɿ ⁴⁴	eye/睛 _spirit/灵 pearl/珠	N N N	369 374 373	204	191	116	眼灵珠	眼 灵 珠		眼睛	i n t + i n c t + i n t	
1857	Changsha	eye	ŋ a n ⁴¹ + tɕ i n ⁰	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1858	Loudi	eye	ŋ ã ⁴² + tɕ y ⁴⁴	eye/睛 pearl/珠	N N	369 373	204	192	116	眼珠	眼 珠		眼睛	i n t + i n t	
1859	Nanchang	eye	ŋ a n ²¹³ + tɕ j a ŋ ⁰	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i m n c t	
1860	Meixian	eye	ŋ j a n ³¹ + ts u ³³	eye/睛 pearl/珠	N N	369 373	204	192	116	眼珠	眼 珠		眼睛	i m n c t + i n t	
1861	Guilin	eye	ŋ ã ²³ + ts ei ⁴²	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n t + i n t	
1862	Guangzhou	eye	ŋ a n ²³ + ts ɛ ŋ ⁵⁵	eye/睛 eye.ball/睛	N N	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1863	Fuzhou	eye	m ɛi ʔ ⁵ + ts j eu ⁵⁵	eye/目 eye.ball/珠	N N	375 376	207	193	116	目目+周	目 睭		眼睛	i n c t + i m n t	
1864	Xiamen	eye	b a k ⁵ + ts j u ⁵⁵	eye/目 eye.ball/珠	N N	375 373	206	194	116	目珠	目 珠		眼睛	i n c t + i m n t	
2869	Beijing	fall	t j ɑu ⁵¹	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2870	Ha_erbin	fall	t j au ⁵³	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2871	Jinan	fall	t j ɔ ³¹	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2872	Rongcheng	fall	t j au ³³⁴	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2873	Taiyuan	fall	t j au ⁴⁵	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2874	Taiyuan	fall	t j ə ʔ ²	slip/跌	V	582	214	196	123	跌	跌		掉	i m n c t	
2875	Taiyuan	fall	l a ʔ ²	descend/落	V	583	213	197	119	落	落		掉	i n c t	
2876	Xi_an	fall	t j ɑu ⁴⁴	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2877	Xi_an	fall	l w o ²¹	descend/落	V	583	213	197	119	落	落		掉	i m n t	
2878	Chengdu	fall	t j au ²¹³	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2879	Chengdu	fall	l o ²¹	descend/落	V	583	213	197	119	落	落		掉	i n t	
2880	Nanjing	fall	t j ɔ ⁴⁴	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2881	Jixi	fall	n o ʔ ³²	descend/落	V	583	213	197	119	落	落		掉	i n c t	
2882	Jixi	fall	t j a ʔ ³²	slip/跌	V	582	214	196	123	跌	跌		掉	i m n c t	
2883	Suzhou	fall	d ə ʔ ²³	fall/特	V	584	217	198	121	特～	特		掉	i n c t	
2884	Wenzhou	fall	d a ŋ ²²	fall/遁	V	585	218	199	122	遁	遁		掉	i n c t	
2885	Changsha	fall	t j au ¹¹	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2886	Loudi	fall	s w a ¹³	fall/刷	V	586	216	200	120	刷	刷		掉	i m n t	
2887	Nanchang	fall	t j ɛ t ⁵	fall/掉	V	581	212	195	117	掉	掉		掉	i m n c t	
2888	Meixian	fall	l o k ⁵	descend/落	V	583	213	197	119	落	落		掉	i n c t	
2889	Guilin	fall	t j ɑu ²⁵	fall/掉	V	581	212	195	117	掉	掉		掉	i m n t	
2890	Guangzhou	fall	l ɔ k ²	descend/落	V	583	213	197	119	落	落		掉	i n c t	
2891	Fuzhou	fall	t ɔu ŋ ²⁴²	fall/逿	V	587	215	201	118	逿	逿		掉	i n c t	
2892	Xiamen	fall	l a k ³²	descend/落	V	583	213	197	119	落	落		掉	i n c t	
2073	Beijing	far	ɥ ɛ n ²¹³	far/远	A	409	219	202	124	远	远		遠	i n c t	
2074	Ha_erbin	far	ɥ a n ²¹³	far/远	A	409	219	202	124	远	远		遠	i n c t	
2075	Jinan	far	ɥ æ̃ ⁴⁵	far/远	A	409	219	202	124	远	远		遠	i n t	
2076	Rongcheng	far	ɥ ɐ n ²¹⁴	far/远	A	409	219	202	124	远	远		遠	i n c t	
2077	Taiyuan	far	ɥ e ⁵³	far/远	A	409	219	202	124	远	远		遠	i n t	
2078	Xi_an	far	ɥ æ̃ ⁵³	far/远	A	409	219	202	124	远	远		遠	i n t	
2079	Chengdu	far	ɥ a n ⁵³	far/远	A	409	219	202	124	远	远		遠	i n c t	
2080	Nanjing	far	ɥ e n ¹¹	far/远	A	409	219	202	124	远	远		遠	i n c t	
2081	Jixi	far	ɥ ẽ ²¹³	far/远	A	409	219	202	124	远	远		遠	i n t	
2082	Suzhou	far	ɦ j ø ²³¹	far/远	A	409	219	202	124	远	远		遠	i m n t	
2083	Wenzhou	far	j u ²⁴	far/远	A	409	219	202	124	远	远		遠	i n t	
2084	Changsha	far	ɥ ẽ ⁴¹	far/远	A	409	219	202	124	远	远		遠	i n t	
2085	Loudi	far	w ĩ ⁴²	far/远	A	409	219	202	124	远	远		遠	i n t	
2086	Nanchang	far	ɥ o n ²¹³	far/远	A	409	219	202	124	远	远		遠	i n c t	
2087	Meixian	far	j a n ³¹	far/远	A	409	219	202	124	远	远		遠	i n c t	
2088	Guilin	far	ɥ ã ²³	far/远	A	409	219	202	124	远	远		遠	i n t	
2089	Guangzhou	far	y n ²³	far/远	A	409	219	202	124	远	远		遠	n c t	
2090	Fuzhou	far	h w o ŋ ²⁴²	far/远	A	409	219	202	124	远	远		遠	i m n c t	
2091	Xiamen	far	w a n ⁵³	far/远	A	409	219	202	124	远	远		遠	i n c t	
3131	Beijing	father	p a̠ ⁵¹ + p a̠ ⁰	father/爸 _father:RED/爸	N N2	470 803	220	203	125	爸爸	爸 爸		父親	i n t + i n t	
3132	Beijing	father	f u ⁵¹	father/父	N	610	221	204	126	父	父		父親	i n t	
3133	Ha_erbin	father	p a ⁵³	father/爸	N	470	220	205	125	爸	爸		父親	i n t	
3134	Ha_erbin	father	t j ɛ ⁴⁴	father/爹	N	611	222	206	125	爹	爹		父親	i m n t	
3135	Jinan	father	f u ³¹ + tɕʰ j ẽ ⁰	father/父 _sibling/親	N N	610 612	221	207	126	父親	父 親		父親	i n t + i m n t	
3136	Rongcheng	father	t j ɛ ⁵²	father/爹	N	611	222	206	125	爹	爹		父親	i m n t	
3137	Taiyuan	father	f u ⁴⁵	father/父	N	610	221	204	126	父	父		父親	i n t	
3138	Taiyuan	father	f u ⁴⁵ + tɕʰ i ŋ ²¹	father/父 _sibling/親	N N	610 612	221	207	126	父親(BC)	父 親	BC	父親	i n t + i n c t	
3139	Taiyuan	father	p a ⁴⁵ + p a ⁰	father/爸 _father:RED/爸	N N2	470 803	220	203	125	爸爸(MC)	爸 爸	MC	父親	i n t + i n t	
3140	Taiyuan	father	l au ⁵³ + ts ə ʔ ⁰	old/老 _-child:SUF/子	N S	27 19	225	208	125	老子(BC)	老 子	BC	父親	i n t + i n c t	
3141	Xi_an	father	f u ⁴⁴	father/父	N	610	221	204	126	父	父		父親	i n t	
3142	Xi_an	father	f u ⁴⁴ + tɕʰ i ŋ	father/父 _sibling/親	N N	610 612	221	207	126	父親(BC)	父 親	BC	父親	i n t + i n c	
3143	Xi_an	father	p ɑ ⁴⁴	father/爸	N	470	220	205	125	爸	爸		父親	i n t	
3144	Xi_an	father	t ɑ ²⁴	father/达	N	613	234	209	130	达～(MC)	达	MC	父親	i n t	
3145	Chengdu	father	p a ²¹³ + p a ²¹³	father/爸 _father:RED/爸	N N2	470 803	220	203	125	爸爸	爸 爸		父親	i n t + i n t	
3146	Nanjing	father	t j e ³¹	father/爹	N	611	222	206	125	爹	爹		父親	i m n t	
3147	Nanjing	father	f u ⁴⁴ + tɕʰ i n ⁴⁴	father/父 _sibling/親	N N	610 612	221	207	126	父親	父 親		父親	i n t + i n c t	
3148	Jixi	father	p a ʔ ³² + p a ʔ ⁰	father/爸 _father:RED/爸	N N2	470 803	220	203	125	爸爸	爸 爸		父親	i n c t + i n c t	
3149	Jixi	father	f u ³¹ + tɕʰ j ɑ̃ ⁵⁵	father/父 _sibling/親	N N	610 612	221	207	126	父親	父 親		父親	i n t + i m n t	
3150	Suzhou	father	t j ɑ ⁴⁴ + t j ɑ ⁴⁴	father/爹 _father:RED/爹	N N2	611 801	222	210	125	爹爹	爹 爹		父親	i m n t + i m n t	
3151	Suzhou	father	ɦ j ɑ ¹³	father/爺	N	242	223	211	125	爺	爺		父親	i m n t	
3152	Wenzhou	father	a ⁴¹ + p a ⁴⁴	_-sibling:PREF/阿 father/爸	Pref N	614 470	220	212	125	阿爸	阿 爸		父親	n t + i n t	
3153	Changsha	father	j a ¹³ + j a ⁰	father/爺 father/爺	N N2	242 802	223	213	125	爺爺	爺 爺		父親	i n t + i n t	
3154	Changsha	father	j a ¹³ + l au ⁴¹ + k õ ³³	father/爺 old/老 _father	N N N	242 27 475	223	214	125	爺老倌(BC)	爺 老 倌	BC	父親	i n t + i n t + i n t	
3155	Changsha	father	t j e ³³ + t j e ⁰	father/爹 _father:RED/爹	N N2	611 801	222	210	125	爹爹	爹 爹		父親	i m n t + i m n t	
3156	Loudi	father	j ɔ ¹³	father/爺	N	242	223	211	125	爺	爺		父親	m n t	
3157	Loudi	father	t e ⁴⁴ + t e ⁰	father/爹 _father:RED/爹	N N2	611 801	222	210	125	爹爹	爹 爹		父親	i n t + i n t	
3158	Loudi	father	j ɔ ¹³ + l ɤ ⁴² + k w ẽ ⁰	father/爺 old/老 _father	N N N	242 27 475	223	214	125	爺老倌(BC)	爺 老 倌	BC	父親	i n t + i n t + i m n t	
3159	Nanchang	father	f u ²¹	father/父	N	610	221	204	126	父	父		父親	i n t	
3160	Nanchang	father	j a ⁴⁵	father/爺	N	242	230	215	128	爷	爷		父親	m n t	
3161	Meixian	father	a ³³ + p a ³³	_-sibling:PREF/阿 father/爸	Pref N	614 470	220	212	125	阿爸	阿 爸		父親	n t + i n t	
3162	Guilin	father	m ã ⁵⁵	father/?	N	754	229	53	127	囗	囗		父親	i n t	
3163	Guangzhou	father	f u ²³	father/父	N	610	221	204	126	父	父		父親	i n t	
3164	Fuzhou	father	i ⁵⁵ + p a ⁵⁵	_sibling:PREF/依 father/爸	Pref N	615 470	220	216	125	依爸(MC)	依 爸	MC	父親	n t + i n t	
3165	Fuzhou	father	i ⁵⁵ + t j e ⁵⁵	_sibling:PREF/依 father/爹	Pref N	615 611	222	217	125	依爹(MC)	依 爹	MC	父親	n t + i m n t	
3166	Fuzhou	father	i ⁵⁵ + j e ⁵³	_sibling:PREF/依 father/爺	Pref N	615 242	223	218	125	依爺(旧时MC)	依 爺	旧时MC	父親	n t + i n t	
3167	Fuzhou	father	l ou ŋ ⁵³ + m a ²⁴²	father/郎 father/罷	N N	57 616	231	219	129	郎罷(MC)	郎 罷	MC	父親	i n c t + i n t	
3168	Xiamen	father	l au ²² + p e ²²	old/老 father/爸	Pref N	27 470	220	220	125	老爸	老 爸		父親	i n t + i n t	
25	Beijing	fear	pʰ a̠ ⁵¹	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
26	Ha_erbin	fear	pʰ a ⁵³	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
27	Jinan	fear	pʰ a ³¹	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
28	Rongcheng	fear	pʰ a ³³⁴	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
29	Taiyuan	fear	pʰ a ⁴⁵	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
30	Xi_an	fear	pʰ ɑ ⁴⁴	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
31	Chengdu	fear	pʰ a ²¹³	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
32	Chengdu	fear	tsʰ a ²¹³	fear/诧	V	12	238	222	134	诧	诧		怕	i n t	!i
33	Nanjing	fear	pʰ ɑ ⁴⁴	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
34	Jixi	fear	pʰ o ³⁵	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
35	Suzhou	fear	pʰ o ⁴¹²	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	!b
36	Wenzhou	fear	h o ⁴¹	fear/唬	V	13	237	223	133	唬	唬		怕	i n t	
37	Changsha	fear	pʰ a ⁵⁵	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
38	Loudi	fear	pʰ ɔ ³⁵	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
39	Nanchang	fear	pʰ a ²¹³	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
40	Meixian	fear	pʰ a ⁵³	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	!b
41	Meixian	fear	v i ⁵³	fear/畏	V	14	239	224	135	畏	畏		怕	i n t	!i
42	Meixian	fear	k j a ŋ ⁴⁴	fear/驚	V	15	236	225	132	驚	驚		怕	i m n c t	
43	Guilin	fear	pʰ a̠ ²⁵	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
44	Guangzhou	fear	pʰ a ³³	fear/怕	V	11	235	221	131	怕	怕		怕	i n t	
45	Fuzhou	fear	k j a ŋ ⁵⁵	fear/驚	V	15	236	225	132	驚	驚		怕	i m n c t	
46	Xiamen	fear	k j ã ⁵⁵	fear/驚	V	15	236	225	132	驚	驚		怕	i m n t	
2011	Beijing	feather	y ²¹³ + m ɑu ³⁵	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2012	Ha_erbin	feather	y ²¹³ + m au ²⁴	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛儿	羽 毛		羽毛	n t + i n t	
2013	Jinan	feather	y ⁴⁵ + m ɔ ⁵³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2014	Jinan	feather	m ɔ ⁵³	hair.feather.fur/毛	N	263	240	24	136	毛	毛		羽毛	i n t	!i
2015	Rongcheng	feather	y ²¹³ + m ɔ ⁵²	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2016	Taiyuan	feather	y ⁵³ + m au ²¹	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2017	Xi_an	feather	m ɑu ²⁴	hair.feather.fur/毛	N	263	240	24	136	毛	毛		羽毛	i n t	
2018	Chengdu	feather	y ⁵³ + m au ²¹	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2019	Nanjing	feather	i ¹¹ + m ɔ ¹³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2020	Jixi	feather	y ²¹³ + m ɤ ⁴⁴	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2021	Jixi	feather	m ɤ ⁴⁴	hair.feather.fur/毛	N	263	240	24	136	毛	毛		羽毛	i n t	!i
2022	Suzhou	feather	y ⁴⁴ + m æ ¹³	feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	!i
2023	Suzhou	feather	m æ ¹³	hair.feather.fur/毛	N	263	240	24	136	毛	毛		羽毛	i n t	
2024	Wenzhou	feather	v u ²⁴ + m ə ³⁴¹	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	i n t + i n t	!i
2025	Wenzhou	feather	m ə ³⁴¹	hair.feather.fur/毛	N	263	240	24	136	毛	毛		羽毛	i n t	
2026	Changsha	feather	y ⁴¹ + m au ¹³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2027	Loudi	feather	y ⁴² + m ɤ ¹³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2028	Nanchang	feather	y ²¹³ + m au ⁴⁵	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2029	Meixian	feather	i ³³ + m au ³³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2030	Guilin	feather	m ɑu ²²	hair.feather.fur/毛	N	263	240	24	136	毛	毛		羽毛	i n t	
2031	Guangzhou	feather	y ²³ + m ou ²¹	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2032	Fuzhou	feather	y ³² + m au ⁵³	_feather/羽 hair.feather.fur/毛	N N	403 263	240	226	136	羽毛	羽 毛		羽毛	n t + i n t	
2033	Fuzhou	feather	m au ⁵³ + m au ⁵³	hair.feather.fur/毛 _hair:RED	N N	263 776	240	227	136	毛毛	毛 毛		羽毛	i n t + i n t	
2034	Xiamen	feather	s i t ⁵ + m Ø/ə ŋ̍/ŋ ²⁴	_wing/翼 hair.feather.fur/毛	N N	404 263	240	228	136	翼毛	翼 毛		羽毛	i n c t + i n c t	
624	Beijing	few	ʂ ɑu ⁵¹	few/少	A	141	243	229	137	少	少		少	i n t	
625	Ha_erbin	few	ʂ au ²¹³	few/少	A	141	243	229	137	少	少		少	i n t	
626	Jinan	few	ʂ ɔ ⁴⁵	few/少	A	141	243	229	137	少	少		少	i n t	
627	Rongcheng	few	ʂ au ³³⁴	few/少	A	141	243	229	137	少	少		少	i n t	
628	Taiyuan	few	s au ⁵³	few/少	A	141	243	229	137	少	少		少	i n t	
629	Xi_an	few	ʂ ɑu ⁵³	few/少	A	141	243	229	137	少	少		少	i n t	
630	Chengdu	few	s au ⁵³	few/少	A	141	243	229	137	少	少		少	i n t	
631	Chengdu	few	k w a ⁵³	few/寡	A	142	244	230	138	寡	寡		少	i m n t	!i
632	Nanjing	few	s ɔ ¹¹	few/少	A	141	243	229	137	少	少		少	i n t	
633	Jixi	few	ɕ j e ²¹³	few/少	A	141	243	229	137	少	少		少	i m n t	
634	Suzhou	few	s æ ⁵²	few/少	A	141	243	229	137	少	少		少	i n t	
635	Wenzhou	few	ɕ j ɛ ²⁴²	few/少	A	141	243	229	137	少	少		少	i m n t	
636	Changsha	few	s au ⁴¹	few/少	A	141	243	229	137	少	少		少	i n t	
637	Loudi	few	ɕ j ɤ ⁴²	few/少	A	141	243	229	137	少	少		少	i m n t	
638	Nanchang	few	s ɛu ²¹³	few/少	A	141	243	229	137	少	少		少	i n t	
639	Meixian	few	s au ³¹	few/少	A	141	243	229	137	少	少		少	i n t	
640	Guilin	few	s ɑu ²³	few/少	A	141	243	229	137	少	少		少	i n t	
641	Guangzhou	few	s j u ³⁵	few/少	A	141	243	229	137	少	少		少	i m n t	
642	Fuzhou	few	ts j eu ³²	few/少	A	141	243	229	137	少	少		少	i m n t	
643	Xiamen	few	ts j o ⁵³	few/少	A	141	243	229	137	少	少		少	i m n t	
2781	Beijing	fight	t ɑ ²¹⁴ + tɕ j ɑ ⁵¹	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2782	Ha_erbin	fight	t a ²¹³ + tɕ j a ⁵³	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2783	Ha_erbin	fight	t a ²¹³ + ʈʂ a ŋ ⁵³	_beat:V/打 fight/仗	V N	115 564	245	232	139	打仗	打 仗		打	i n t + i n c t	
2784	Ha_erbin	fight	k a n ⁵³ + ʈʂ a ŋ ⁵³	_make/干 fight/仗	V N	795 564	248	233	139	干仗	干 仗		打	i n c t + i n c t	
2785	Jinan	fight	t a ⁴⁵ + tɕ j a ²¹	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2786	Rongcheng	fight	t a ²¹⁴ + ʈʂ a ŋ ³³⁴	_beat:V/打 fight/仗	V N	115 564	245	232	139	打仗	打 仗		打	i n t + i n c t	
2787	Taiyuan	fight	t a ⁵³ + tɕ j a ⁴⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2788	Xi_an	fight	t ɑ ⁵³ + pfʰ ei ²⁴	_beat:V/打 fight:N/捶	V N	115 566	245	234	139	打捶	打 捶		打	i n t + i n t	
2789	Chengdu	fight	t a ⁵³ + tɕ j a ²¹³	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2790	Chengdu	fight	t a ⁵³ + tsʰ w ei ²¹	_beat:V/打 fight:N/錘	V N	115 567	245	235	139	打錘	打 錘		打	i n t + i m n t	
2791	Chengdu	fight	k o ²¹ + ɲ j e ²¹	horn/角 fight/逆	V V	568 569	256	236	140	角逆	角 逆		打	i n t + i m n t	
2792	Nanjing	fight	t ɑ ¹¹ + tɕ j ɑ ⁴⁴	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2793	Jixi	fight	t ɔ ²¹³ + k o ³⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i n t	
2794	Suzhou	fight	t ã ⁵² + s j ã ⁴⁴ + t ã ⁵²	_beat:V/打 fight:N/相 _beat:V/打	V N V	115 288 115	245	237	139	打相打	打 相 打		打	i n t + i m n t + i n t	
2795	Wenzhou	fight	t j ə ²⁴² + tsʰ ɿ ⁰	beat:V/打 _raise:SUF/起	V S	115 245	245	238	139	打起	打 起		打	i m n t + i n t	
2796	Wenzhou	fight	t øy ²⁴² + t j ɛ ²⁴²	fight/賭 _beat:V/打	N V	570 115	245	239	139	賭打	賭 打		打	i n t + i m n t	
2797	Changsha	fight	t a ⁴¹ + tɕ j a ⁵⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2798	Loudi	fight	t a ⁴² + tɕ j ɔ ³⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i m n t	
2799	Nanchang	fight	t a ²¹³ + k a ⁴⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i n t	
2800	Meixian	fight	t a ³¹ + k au ³³ + e ⁰	_beat:V/打 fight/交 _:SUF/儿	V N S	115 571 770	245	240	139	打交兒	打 交 儿		打	i n t + i n t + n t	儿
2801	Guilin	fight	t ɑ ²³ + k ɑ ²⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i n t	
2802	Guangzhou	fight	t a ³⁵ + k au ⁵⁵	_beat:V/打 fight:N/架	V N	115 563	245	231	139	打架	打 架		打	i n t + i n t	
2803	Fuzhou	fight	s ou ŋ ⁵⁵ + pʰ a ʔ ²¹	fight:N/相 _hit/拍	Adv V	288 562	247	241	139	相拍	相 拍		打	i n c t + i n c t	
2804	Xiamen	fight	s io ⁵⁵ + pʰ a ʔ ³²	fight:N/相 _hit/拍	Adv V	288 562	247	241	139	相拍	相 拍		打	i n t + i n c t	
3664	Beijing	fire	x w o ²¹⁴	fire/火	N	672	259	242	141	火	火		火	i m n t	
3665	Ha_erbin	fire	x w o ²¹³	fire/火	N	672	259	242	141	火	火		火	i m n t	
3666	Jinan	fire	x w ɤ ⁴⁵	fire/火	N	672	259	242	141	火	火		火	i m n t	
3667	Rongcheng	fire	x w ɔ ²¹⁴	fire/火	N	672	259	242	141	火	火		火	i m n t	
3668	Taiyuan	fire	x w ɤ ⁵³	fire/火	N	672	259	242	141	火	火		火	i m n t	
3669	Xi_an	fire	x w o ⁵³	fire/火	N	672	259	242	141	火	火		火	i m n t	
3670	Chengdu	fire	x o ⁵³	fire/火	N	672	259	242	141	火	火		火	i n t	
3671	Nanjing	fire	x o ¹¹	fire/火	N	672	259	242	141	火	火		火	i n t	
3672	Jixi	fire	x ɵ ²¹³	fire/火	N	672	259	242	141	火	火		火	i n t	
3673	Suzhou	fire	h əu ⁵²	fire/火	N	672	259	242	141	火	火		火	i n t	
3674	Wenzhou	fire	f u ²⁴²	fire/火	N	672	259	242	141	火	火		火	i n t	
3675	Changsha	fire	x o ⁴¹	fire/火	N	672	259	242	141	火	火		火	i n t	
3676	Loudi	fire	x o ⁴²	fire/火	N	672	259	242	141	火	火		火	i n t	
3677	Nanchang	fire	f o ²¹³	fire/火	N	672	259	242	141	火	火		火	i n t	
3678	Meixian	fire	f o ³¹	fire/火	N	672	259	242	141	火	火		火	i n t	
3679	Guilin	fire	x w o ²³	fire/火	N	672	259	242	141	火	火		火	i m n t	
3680	Guangzhou	fire	f ɔ ³⁵	fire/火	N	672	259	242	141	火	火		火	i n t	
